Date,Ticker,Close,Open,High,Low,Volume,Daily_Return_Pct,Volatility_Annualized,RSI_14,SMA_20,SMA_50,SMA_200,Signal_Trend,Last_Updated
2025-10-20,MSFT,515.8245,513.6486,517.731,512.4708,14665600.0,0.625,14.2551,48.807,514.8868,510.9328,454.5159,BULLISH (Alcista),2026-01-22 00:44:03
2025-10-21,MSFT,516.6929,516.5333,517.721,512.0816,15586200.0,0.1684,13.7174,47.8525,515.3075,510.8679,455.0218,BULLISH (Alcista),2026-01-22 00:44:03
2025-10-22,MSFT,519.5676,520.1765,524.2488,516.7429,18962700.0,0.5564,13.8164,55.1458,515.8261,510.7115,455.5184,BULLISH (Alcista),2026-01-22 00:44:03
2025-10-23,MSFT,519.5875,521.484,522.9712,517.6412,14023500.0,0.0038,13.5637,53.5627,516.5013,510.7282,455.9928,BULLISH (Alcista),2026-01-22 00:44:03
2025-10-24,MSFT,522.6318,521.8134,524.3686,519.7373,15532400.0,0.5859,13.3933,43.2755,517.1077,510.7679,456.5095,BULLISH (Alcista),2026-01-22 00:44:03
2025-10-27,MSFT,530.5271,530.7866,533.5814,528.0218,18734700.0,1.5107,14.186,59.3782,517.9521,511.0115,457.0549,BULLISH (Alcista),2026-01-22 00:44:03
2025-10-28,MSFT,541.0574,548.9726,552.6856,539.7598,29986700.0,1.9849,15.5188,67.2615,519.1558,511.5269,457.6808,BULLISH (Alcista),2026-01-22 00:44:03
2025-10-29,MSFT,540.5383,543.922,545.2495,535.7273,36023000.0,-0.0959,15.5558,69.9687,520.2458,512.178,458.3128,BULLISH (Alcista),2026-01-22 00:44:03
2025-10-30,MSFT,524.7778,529.489,533.9706,521.1446,41023100.0,-2.9157,18.8666,64.1492,520.7459,512.5946,458.8736,BULLISH (Alcista),2026-01-22 00:44:03
2025-10-31,MSFT,516.8427,527.892,528.3312,514.1377,34006400.0,-1.5121,19.6916,53.289,520.7688,512.8655,459.3419,BULLISH (Alcista),2026-01-22 00:44:03
2025-11-03,MSFT,516.0641,518.8389,523.9793,513.6287,22374700.0,-0.1506,17.9676,53.0108,520.1929,513.0611,459.8148,BULLISH (Alcista),2026-01-22 00:44:03
2025-11-04,MSFT,513.3692,510.804,514.5869,506.8913,20958700.0,-0.5222,17.8136,50.7498,519.7113,513.2622,460.2522,BULLISH (Alcista),2026-01-22 00:44:03
2025-11-05,MSFT,506.2126,512.3411,513.8682,505.6336,23024300.0,-1.3941,18.3719,46.5963,518.8285,513.3644,460.6565,BULLISH (Alcista),2026-01-22 00:44:03
2025-11-06,MSFT,496.1714,504.7154,504.7553,494.8838,27406500.0,-1.9836,19.4592,38.783,517.5658,513.1719,460.9227,BULLISH (Alcista),2026-01-22 00:44:03
2025-11-07,MSFT,495.8919,496.0216,498.4471,492.3285,24019800.0,-0.0563,18.0473,35.843,516.8601,512.916,461.1849,BULLISH (Alcista),2026-01-22 00:44:03
2025-11-10,MSFT,505.0547,499.1059,505.9031,497.8682,26101500.0,1.8477,19.2232,42.6053,516.4584,512.9022,461.5062,BULLISH (Alcista),2026-01-22 00:44:03
2025-11-11,MSFT,507.7297,503.8569,508.648,501.4115,17980000.0,0.5296,19.3408,42.4593,516.2143,512.9733,461.8879,BULLISH (Alcista),2026-01-22 00:44:03
2025-11-12,MSFT,510.1852,508.4084,510.7142,498.1876,26574900.0,0.4836,19.4303,44.1909,516.1001,513.0889,462.2192,BULLISH (Alcista),2026-01-22 00:44:03
2025-11-13,MSFT,502.3498,509.3567,512.5407,500.3535,25273100.0,-1.5358,20.1433,38.1696,515.6848,512.9955,462.5355,BULLISH (Alcista),2026-01-22 00:44:03
2025-11-14,MSFT,509.2269,497.2992,510.6443,496.5107,28505700.0,1.369,20.735,37.4263,515.5152,513.2985,463.0219,BULLISH (Alcista),2026-01-22 00:44:03
2025-11-17,MSFT,506.5419,507.5002,511.1633,503.9668,19092800.0,-0.5273,20.6591,27.5454,515.051,513.484,463.4945,BULLISH (Alcista),2026-01-22 00:44:03
2025-11-18,MSFT,492.8676,494.4446,502.0404,485.8706,33815100.0,-2.6996,22.6127,23.5196,513.8598,513.3917,463.9193,BULLISH (Alcista),2026-01-22 00:44:03
2025-11-19,MSFT,486.21,489.1844,494.2649,481.928,23245300.0,-1.3508,22.7504,26.1658,512.1919,513.1272,464.3036,BULLISH (Alcista),2026-01-22 00:44:03
2025-11-20,MSFT,478.43,492.71,493.57,475.5,26802500.0,-1.6001,23.1551,26.2161,510.134,512.6943,464.6444,BULLISH (Alcista),2026-01-22 00:44:03
2025-11-21,MSFT,472.12,478.5,478.92,468.27,31769200.0,-1.3189,23.0646,24.5354,507.6084,511.9578,464.9411,BULLISH (Alcista),2026-01-22 00:44:03
2025-11-24,MSFT,474.0,475.0,476.9,468.02,34421000.0,0.3982,22.0981,26.969,504.7821,511.1498,465.2774,BULLISH (Alcista),2026-01-22 00:44:03
2025-11-25,MSFT,476.99,474.07,479.15,464.89,28019800.0,0.6308,20.501,32.0287,501.5787,510.5279,465.6163,BULLISH (Alcista),2026-01-22 00:44:03
2025-11-26,MSFT,485.5,486.31,488.31,481.2,25709100.0,1.7841,22.1579,43.3114,498.8268,510.0565,466.0017,BULLISH (Alcista),2026-01-22 00:44:03
2025-11-28,MSFT,492.01,487.6,492.63,486.65,14386700.0,1.3409,21.2005,47.7432,497.1884,509.7467,466.4315,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-01,MSFT,486.74,488.44,489.86,484.65,23964000.0,-1.0711,20.9258,38.8474,495.6832,509.1423,466.8276,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-02,MSFT,490.0,486.72,493.5,486.32,19562700.0,0.6698,21.1998,39.28,494.38,508.6725,467.2504,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-03,MSFT,477.73,476.32,484.24,475.2,34615100.0,-2.5041,22.6543,32.4585,492.5981,508.0615,467.6058,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-04,MSFT,480.84,479.76,481.32,476.49,22318200.0,0.651,22.5664,37.7485,491.3294,507.4944,467.9513,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-05,MSFT,483.16,482.52,483.4,478.88,22608700.0,0.4825,21.732,34.3399,490.6789,507.0359,468.2976,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-08,MSFT,491.02,484.89,492.3,484.38,21965900.0,1.6268,22.605,41.2208,490.4353,506.6462,468.7225,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-09,MSFT,492.02,489.1,492.12,488.5,14696100.0,0.2037,21.5112,49.4404,489.7835,506.2139,469.1734,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-10,MSFT,478.56,484.03,484.25,475.08,35756200.0,-2.7357,23.2517,45.3653,488.3251,505.4454,469.5873,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-11,MSFT,483.47,476.63,486.03,475.86,24669200.0,1.026,23.5671,53.1634,486.9893,504.74,470.0167,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-12,MSFT,478.53,479.82,482.45,476.34,21248100.0,-1.0218,23.2662,54.0938,485.7983,504.0151,470.4571,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-15,MSFT,474.82,480.1,480.72,472.52,23727700.0,-0.7753,22.5426,50.5117,484.078,503.1838,470.8569,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-16,MSFT,476.39,471.91,477.89,470.88,20705600.0,0.3307,22.6532,49.6188,482.5704,502.16,471.3067,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-17,MSFT,476.12,476.91,480.0,475.0,24527200.0,-0.0567,20.8019,43.3437,481.733,501.2224,471.7546,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-18,MSFT,483.98,478.19,489.6,477.89,28573500.0,1.6508,21.2553,44.4089,481.6215,500.4246,472.1801,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-19,MSFT,485.92,487.36,487.85,482.49,70836100.0,0.4008,20.4468,49.4013,481.996,499.7145,472.6359,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-22,MSFT,484.92,486.12,488.73,482.69,16963000.0,-0.2058,19.8043,46.1643,482.636,499.2128,473.1044,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-23,MSFT,486.85,484.98,487.83,484.74,14683600.0,0.398,19.8043,58.1603,483.2785,498.688,473.648,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-24,MSFT,488.02,485.68,489.16,484.83,5855900.0,0.2403,19.7246,56.6555,483.83,498.1962,474.196,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-26,MSFT,487.71,486.71,488.12,485.96,8842200.0,-0.0635,18.7243,54.3809,483.9405,497.7009,474.7284,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-29,MSFT,487.1,484.86,488.35,484.18,10893400.0,-0.1251,18.0742,45.6133,483.695,497.2299,475.2801,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-30,MSFT,487.48,485.93,489.68,485.5,13944500.0,0.078,17.6637,44.848,483.732,496.7271,475.7851,BULLISH (Alcista),2026-01-22 00:44:03
2025-12-31,MSFT,483.62,487.84,488.14,483.3,15601600.0,-0.7918,17.7054,57.3418,483.413,496.083,476.2701,BULLISH (Alcista),2026-01-22 00:44:03
2026-01-02,MSFT,472.94,484.39,484.66,470.16,25571600.0,-2.2083,17.1873,36.9128,483.1735,495.2079,476.7274,BULLISH (Alcista),2026-01-22 00:44:03
2026-01-05,MSFT,472.85,474.06,476.07,469.5,25250300.0,-0.019,16.991,41.9729,482.774,494.2736,477.1629,BULLISH (Alcista),2026-01-22 00:44:03
2026-01-06,MSFT,478.51,473.8,478.74,469.75,23037700.0,1.197,17.4859,54.9424,482.5415,493.452,477.6315,BULLISH (Alcista),2026-01-22 00:44:03
2026-01-07,MSFT,483.47,479.76,489.7,477.95,25564200.0,1.0365,16.8526,58.6935,482.164,492.6688,478.103,BULLISH (Alcista),2026-01-22 00:44:03
2026-01-08,MSFT,478.11,481.24,482.66,475.86,18162600.0,-1.1087,17.2079,52.172,481.4685,491.6204,478.5387,BULLISH (Alcista),2026-01-22 00:44:03
2026-01-09,MSFT,479.28,474.06,479.82,472.2,18491000.0,0.2447,14.2351,43.9928,481.5045,490.3849,478.9698,BULLISH (Alcista),2026-01-22 00:44:03
2026-01-12,MSFT,477.18,476.67,480.99,475.68,23519900.0,-0.4382,13.7929,38.8747,481.19,489.1177,479.4162,BULLISH (Alcista),2026-01-22 00:44:03
2026-01-13,MSFT,470.67,474.68,475.78,465.95,28545800.0,-1.3643,14.1577,34.0924,480.797,488.0356,479.8271,BULLISH (Alcista),2026-01-22 00:44:03
2026-01-14,MSFT,459.38,466.46,468.2,457.17,28184300.0,-2.3987,16.2368,24.6353,480.025,486.8863,480.2401,BULLISH (Alcista),2026-01-22 00:44:03
2026-01-15,MSFT,456.66,464.12,464.25,455.9,23225800.0,-0.5921,16.1972,21.8492,479.0385,485.6982,480.6565,BULLISH (Alcista),2026-01-22 00:44:03
2026-01-16,MSFT,459.86,457.83,463.19,456.48,34246700.0,0.7007,16.5101,26.2331,478.2255,484.628,481.055,BULLISH (Alcista),2026-01-22 00:44:03
2026-01-20,MSFT,454.52,451.22,456.8,449.28,26130000.0,-1.1612,15.379,24.2735,476.7525,483.5942,481.4271,BULLISH (Alcista),2026-01-22 00:44:03
2026-01-21,MSFT,444.11,452.6,452.69,438.68,37861300.0,-2.2903,16.6461,20.4362,474.662,482.553,481.792,BULLISH (Alcista),2026-01-22 00:44:03
2024-01-22,TSLA,208.8,212.26,217.8,206.27,117952500.0,,,,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-01-23,TSLA,209.14,211.3,215.65,207.75,106605900.0,0.1628,,,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-01-24,TSLA,207.83,211.88,212.73,206.77,123369900.0,-0.6264,,,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-01-25,TSLA,182.63,189.7,193.0,180.06,198076800.0,-12.1253,,,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-01-26,TSLA,183.25,185.5,186.78,182.1,107343200.0,0.3395,,,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-01-29,TSLA,190.93,185.63,191.48,183.67,125013100.0,4.191,,,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-01-30,TSLA,191.59,195.33,196.36,190.61,109982300.0,0.3457,,,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-01-31,TSLA,187.29,187.0,193.97,185.85,103221400.0,-2.2444,,,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-01,TSLA,188.86,188.5,189.88,184.28,91843300.0,0.8383,,,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-02,TSLA,187.91,185.04,188.69,182.0,110612700.0,-0.503,,,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-05,TSLA,181.06,184.26,184.68,175.01,134294400.0,-3.6454,,,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-06,TSLA,185.1,177.21,186.49,177.11,122676000.0,2.2313,,,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-07,TSLA,187.58,188.18,189.79,182.68,111535200.0,1.3398,,,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-08,TSLA,189.56,189.0,191.62,185.58,83034000.0,1.0555,,33.4081,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-09,TSLA,193.57,190.18,194.12,189.48,84476300.0,2.1154,,37.7158,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-12,TSLA,188.13,192.11,194.73,187.28,95498600.0,-2.8104,,34.3419,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-13,TSLA,184.02,183.99,187.26,182.11,86759500.0,-2.1847,,32.9661,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-14,TSLA,188.71,185.3,188.89,183.35,81203000.0,2.5486,,56.1563,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-15,TSLA,200.45,189.16,200.88,188.86,120831800.0,6.2212,,64.2149,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-16,TSLA,199.95,202.06,203.17,197.4,111346700.0,-0.2494,,58.4584,191.818,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-20,TSLA,193.76,196.13,198.6,189.13,104545800.0,-3.0958,59.0098,51.8437,191.066,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-21,TSLA,194.77,193.36,199.44,191.95,103500300.0,0.5213,59.0611,56.7315,190.3475,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-22,TSLA,197.41,194.0,198.32,191.36,92739500.0,1.3554,59.3284,57.549,189.8265,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-23,TSLA,191.97,195.31,197.57,191.5,78841900.0,-2.7557,40.7313,53.3213,190.2935,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-26,TSLA,199.4,192.29,201.78,192.0,111747100.0,3.8704,42.6805,64.8622,191.101,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-27,TSLA,199.73,204.04,205.6,198.26,108645400.0,0.1655,40.3375,62.6142,191.541,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-28,TSLA,202.04,200.42,205.3,198.44,99806200.0,1.1566,40.4639,62.5043,192.0635,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-29,TSLA,201.88,204.18,205.28,198.45,85907000.0,-0.0792,39.3759,61.0,192.793,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-01,TSLA,202.64,200.52,204.52,198.5,82243100.0,0.3765,39.3426,58.5972,193.482,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-04,TSLA,188.14,198.73,199.75,186.72,134334900.0,-7.1555,47.5562,50.0081,193.4935,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-05,TSLA,180.74,183.05,184.59,177.57,119660800.0,-3.9332,47.8628,47.4808,193.4775,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-06,TSLA,176.54,179.99,181.58,173.7,107920900.0,-2.3238,47.8212,40.5819,193.0495,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-07,TSLA,178.65,174.35,180.04,173.7,102129000.0,1.1952,47.7624,30.1746,192.603,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-08,TSLA,175.34,181.5,182.73,174.7,85544600.0,-1.8528,47.8637,28.7074,191.892,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-11,TSLA,177.77,175.45,182.87,174.8,85391500.0,1.3859,47.4343,35.2027,191.102,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-12,TSLA,177.54,177.77,179.43,172.41,87391700.0,-0.1294,46.5607,33.8216,190.5725,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-13,TSLA,169.48,173.05,176.05,169.15,106524500.0,-4.5398,48.5671,26.1974,189.8455,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-14,TSLA,162.5,167.77,171.17,160.51,126325700.0,-4.1185,49.0244,25.5273,188.535,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-15,TSLA,163.57,163.16,165.18,160.76,97146800.0,0.6585,42.0965,16.7317,186.691,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-18,TSLA,173.8,170.02,174.72,165.9,108214400.0,6.2542,49.3016,29.6628,185.3835,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-19,TSLA,171.32,172.36,172.82,167.42,77271400.0,-1.4269,48.5548,25.97,184.2615,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-20,TSLA,175.66,173.0,176.25,170.82,83846700.0,2.5333,49.6664,30.7489,183.306,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-21,TSLA,172.82,176.39,178.18,171.8,73178000.0,-1.6168,49.3384,28.7546,182.0765,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-22,TSLA,170.83,166.69,171.2,166.3,75580600.0,-1.1515,48.741,34.9922,181.0195,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-25,TSLA,172.63,168.76,175.24,168.73,74228600.0,1.0537,46.3291,42.2124,179.681,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-26,TSLA,177.67,178.58,184.25,177.38,113186200.0,2.9195,47.9951,51.0679,178.578,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-27,TSLA,179.83,181.41,181.91,176.0,81804000.0,1.2157,48.0233,51.1141,177.4675,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-28,TSLA,175.79,177.45,179.57,175.3,77654800.0,-2.2466,48.3644,50.4191,176.163,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-01,TSLA,175.22,176.17,176.75,170.21,81562100.0,-0.3242,48.2319,47.54,174.792,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-02,TSLA,166.63,164.75,167.69,163.43,116650600.0,-4.9024,44.7578,40.937,173.7165,185.6486,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-03,TSLA,168.38,164.02,168.82,163.28,82950100.0,1.0502,43.258,48.9792,173.0985,184.8402,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-04,TSLA,171.11,170.07,177.19,168.01,123162000.0,1.6213,43.0986,58.6742,172.827,184.0796,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-05,TSLA,164.9,169.08,170.86,160.51,143157600.0,-3.6292,44.5231,51.2142,172.1395,183.221,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-08,TSLA,172.98,169.34,174.5,167.79,104423300.0,4.8999,47.8527,49.2208,172.0215,183.028,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-09,TSLA,176.88,172.91,179.22,171.92,102951700.0,2.2546,48.2896,55.1443,171.977,182.9006,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-10,TSLA,171.76,173.04,174.93,170.01,84532400.0,-2.8946,49.3873,46.4429,171.688,182.5172,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-11,TSLA,174.6,172.55,175.88,168.51,94516000.0,1.6535,46.8637,51.6235,171.944,182.1774,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-12,TSLA,171.05,172.34,173.81,170.36,64722700.0,-2.0332,44.8627,50.1951,172.3715,181.8526,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-15,TSLA,161.48,170.24,170.69,161.38,100245300.0,-5.5949,49.4469,41.3094,172.267,181.305,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-16,TSLA,157.11,156.74,158.19,153.75,97000000.0,-2.7062,44.3369,33.8059,171.4325,180.689,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-17,TSLA,155.45,157.64,158.33,153.78,82439700.0,-1.0566,44.2499,30.6447,170.639,180.1768,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-18,TSLA,149.93,151.25,152.2,148.7,96098800.0,-3.551,44.0837,29.9411,169.3525,179.4734,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-19,TSLA,147.05,148.97,150.94,146.22,87074500.0,-1.9209,44.1759,28.9052,168.064,178.6628,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-22,TSLA,142.05,140.56,144.44,138.8,107097600.0,-3.4002,45.1459,30.5477,166.625,177.7126,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-23,TSLA,144.68,143.33,147.26,141.11,124545100.0,1.8515,45.6846,31.5017,165.2275,176.7348,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-24,TSLA,162.13,162.84,167.97,157.51,181178000.0,12.0611,63.6524,44.3006,164.4505,176.2148,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-25,TSLA,170.18,158.96,170.88,158.36,126427500.0,4.9651,66.2399,53.2746,163.968,175.938,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-26,TSLA,168.29,168.85,172.12,166.37,109815700.0,-1.1106,65.8952,46.8494,163.593,175.5296,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-29,TSLA,194.05,188.42,198.87,184.54,243869700.0,15.3069,85.6953,58.9158,164.5345,175.4016,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-30,TSLA,183.28,186.98,190.95,182.84,127031800.0,-5.5501,86.2801,55.6504,165.367,175.0682,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-01,TSLA,179.99,182.0,185.86,179.01,92829700.0,-1.7951,86.6781,52.6321,165.9475,174.7928,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-02,TSLA,180.01,182.86,184.6,176.02,89148000.0,0.0111,86.5825,54.5317,166.3925,174.4976,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-03,TSLA,181.19,182.1,184.78,178.42,75491500.0,0.6555,85.2716,60.8931,167.207,174.1732,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-06,TSLA,184.76,183.8,187.56,182.2,84390300.0,1.9703,83.937,65.4176,167.796,174.029,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-07,TSLA,177.81,182.4,183.26,177.4,75045900.0,-3.7616,84.9377,61.7734,167.8425,173.5972,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-08,TSLA,174.72,171.59,176.06,170.15,79969500.0,-1.7378,84.4848,63.3957,167.9905,173.097,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-09,TSLA,171.97,175.01,175.62,171.37,65950300.0,-1.5739,84.5316,63.4849,167.859,172.4956,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-10,TSLA,168.47,173.05,173.06,167.75,72627200.0,-2.0352,84.5323,64.5325,167.73,171.8274,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-13,TSLA,171.89,170.0,175.4,169.0,67018900.0,2.03,82.0747,64.838,168.2505,171.2124,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-14,TSLA,177.55,174.5,179.49,174.07,86407400.0,3.2928,81.7937,59.6496,169.2725,171.0006,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-15,TSLA,173.99,179.9,180.0,173.11,79663000.0,-2.0051,82.1375,52.5262,170.1995,170.8656,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-16,TSLA,174.84,174.1,175.79,171.43,59812200.0,0.4885,80.6117,54.4037,171.445,170.8316,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-17,TSLA,177.46,173.55,179.63,172.75,77445800.0,1.4985,79.943,33.8083,172.9655,170.8078,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-20,TSLA,174.95,177.56,177.75,173.52,61727400.0,-1.4144,78.7764,40.3072,174.6105,170.8,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-21,TSLA,186.6,175.51,186.88,174.71,115266500.0,6.6591,81.1508,56.4387,176.7065,170.9766,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-22,TSLA,180.11,182.85,183.8,178.12,88313500.0,-3.478,72.3362,50.0865,177.6055,171.028,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-23,TSLA,173.74,181.8,181.9,173.26,71975500.0,-3.5367,71.8577,44.0864,177.7835,171.1132,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-24,TSLA,179.24,174.84,180.08,173.73,65584500.0,3.1656,72.4276,45.7486,178.331,171.448,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-28,TSLA,176.75,176.4,178.25,173.16,59736600.0,-1.3892,46.4788,49.1234,177.466,171.7116,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-29,TSLA,176.19,174.19,178.15,173.93,54782600.0,-0.3168,42.3548,51.2688,177.1115,171.7594,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-30,TSLA,178.79,178.58,182.67,175.38,77618400.0,1.4757,42.275,55.9017,177.0515,171.9088,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-31,TSLA,178.08,178.5,180.32,173.82,67314600.0,-0.3971,42.2984,58.738,176.955,171.9572,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-03,TSLA,176.29,178.13,182.64,174.49,68568900.0,-1.0052,42.3571,54.1229,176.71,172.0266,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-04,TSLA,174.77,174.78,177.76,174.0,60056300.0,-0.8622,41.706,47.1759,176.2105,172.1054,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-05,TSLA,175.0,175.35,176.15,172.13,57953800.0,0.1316,39.5881,51.1005,176.07,172.1528,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-06,TSLA,177.94,174.6,179.73,172.73,69887000.0,1.68,39.5149,53.2305,176.231,172.1582,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-07,TSLA,177.48,176.13,179.35,175.58,56244900.0,-0.2585,39.0398,50.0218,176.5065,172.1112,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-10,TSLA,173.79,176.06,178.57,173.17,50774600.0,-2.0791,39.0733,48.766,176.7725,172.0712,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-11,TSLA,170.66,173.92,174.75,167.41,64761900.0,-1.801,39.039,29.2879,176.711,171.98,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-12,TSLA,177.29,171.12,180.55,169.8,90389400.0,3.8849,39.753,46.349,176.698,172.1932,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-13,TSLA,182.47,188.39,191.08,181.23,118984100.0,2.9218,40.2645,61.6618,177.122,172.475,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-14,TSLA,178.01,185.8,186.0,176.92,82038200.0,-2.4442,41.382,48.31,177.2805,172.613,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-17,TSLA,187.44,177.92,188.81,177.0,109786100.0,5.2975,45.0894,62.3356,177.7795,173.0638,,BEARISH (Bajista),2026-01-22 00:44:03
