Date,Ticker,Close,Volume,Daily_Return_Pct,RSI_14,Volatility_20d,SMA_50,SMA_200,Signal
2024-07-19,MSFT,432.26,20940400.0,-0.74,42.47,5.12,432.3,,VENTA (Bearish)
2024-07-22,MSFT,438.03,15808800.0,1.33,38.76,5.22,432.96,,VENTA (Bearish)
2024-07-23,MSFT,439.92,13107100.0,0.43,38.12,5.22,433.61,,VENTA (Bearish)
2024-07-24,MSFT,424.14,26805800.0,-3.59,28.8,6.25,433.91,,VENTA (Bearish)
2024-07-25,MSFT,413.76,29943800.0,-2.45,18.84,6.6,434.02,,VENTA (Bearish)
2024-07-26,MSFT,420.55,23583800.0,1.64,25.74,6.88,434.2,,VENTA (Bearish)
2024-07-29,MSFT,422.0,15125800.0,0.34,29.28,6.83,434.28,,VENTA (Bearish)
2024-07-30,MSFT,418.23,32687600.0,-0.89,21.6,6.37,434.31,,VENTA (Bearish)
2024-07-31,MSFT,413.71,42891400.0,-1.08,23.78,6.32,434.28,,VENTA (Bearish)
2024-08-01,MSFT,412.48,30296400.0,-0.3,23.75,6.27,434.11,,VENTA (Bearish)
2024-08-02,MSFT,403.96,29437900.0,-2.07,20.71,6.1,433.71,,VENTA (Bearish)
2024-08-05,MSFT,390.77,40709200.0,-3.27,18.58,6.62,433.01,,VENTA (Bearish)
2024-08-06,MSFT,395.18,24946500.0,1.13,24.16,6.85,432.47,,VENTA (Bearish)
2024-08-07,MSFT,394.01,20650900.0,-0.3,24.73,6.49,431.84,,VENTA (Bearish)
2024-08-08,MSFT,398.22,20203000.0,1.07,29.51,6.48,431.29,,VENTA (Bearish)
2024-08-09,MSFT,401.52,19276700.0,0.83,27.35,6.63,430.83,,VENTA (Bearish)
2024-08-12,MSFT,402.3,16762900.0,0.19,26.34,6.64,430.68,,VENTA (Bearish)
2024-08-13,MSFT,409.42,19414300.0,1.77,39.61,7.01,430.66,,VENTA (Bearish)
2024-08-14,MSFT,412.24,18267000.0,0.69,48.8,7.01,430.72,,VENTA (Bearish)
2024-08-15,MSFT,417.11,20752100.0,1.18,47.19,7.15,430.84,,VENTA (Bearish)
2024-08-16,MSFT,414.58,22775600.0,-0.61,44.06,7.14,430.74,,VENTA (Bearish)
2024-08-19,MSFT,417.61,15234000.0,0.73,49.49,7.03,430.7,,VENTA (Bearish)
2024-08-20,MSFT,420.85,16387600.0,0.78,55.9,7.07,430.73,,VENTA (Bearish)
2024-08-21,MSFT,420.19,16067300.0,-0.16,56.44,6.12,430.67,,VENTA (Bearish)
2024-08-22,MSFT,411.68,19361900.0,-2.03,56.45,5.95,430.35,,VENTA (Bearish)
2024-08-23,MSFT,412.91,18493800.0,0.3,73.12,5.7,429.88,,VENTA (Bearish)
2024-08-26,MSFT,409.64,13152800.0,-0.79,65.47,5.73,429.34,,VENTA (Bearish)
2024-08-27,MSFT,409.99,13492900.0,0.08,67.4,5.68,428.79,,VENTA (Bearish)
2024-08-28,MSFT,406.78,14882700.0,-0.78,59.52,5.63,428.06,,VENTA (Bearish)
2024-08-29,MSFT,409.28,17045200.0,0.61,58.79,5.67,427.41,,VENTA (Bearish)
2024-08-30,MSFT,413.26,24308300.0,0.97,61.58,5.32,426.86,,VENTA (Bearish)
2024-09-03,MSFT,405.63,20313600.0,-1.85,46.04,4.5,426.08,,VENTA (Bearish)
2024-09-04,MSFT,405.09,15135800.0,-0.13,42.16,4.39,425.33,,VENTA (Bearish)
2024-09-05,MSFT,404.59,14195500.0,-0.12,34.79,4.38,424.5,,VENTA (Bearish)
2024-09-06,MSFT,397.96,19609500.0,-1.64,31.65,4.6,423.52,,VENTA (Bearish)
2024-09-09,MSFT,401.94,15295100.0,1.0,33.05,4.64,422.6,,VENTA (Bearish)
2024-09-10,MSFT,410.35,19594300.0,2.09,39.78,5.09,421.97,,VENTA (Bearish)
2024-09-11,MSFT,419.1,19266900.0,2.13,49.08,5.22,421.32,,VENTA (Bearish)
2024-09-12,MSFT,423.03,17395700.0,0.94,60.33,5.26,420.69,,VENTA (Bearish)
2024-09-13,MSFT,426.58,15874600.0,0.84,61.95,5.2,420.11,,VENTA (Bearish)
2024-09-16,MSFT,427.33,13834700.0,0.17,66.17,5.14,419.41,,VENTA (Bearish)
2024-09-17,MSFT,431.1,18874200.0,0.88,68.16,5.16,418.81,,VENTA (Bearish)
2024-09-18,MSFT,426.8,18898000.0,-1.0,66.91,5.24,418.26,,VENTA (Bearish)
2024-09-19,MSFT,434.61,21706600.0,1.83,69.63,5.52,417.73,,VENTA (Bearish)
2024-09-20,MSFT,431.22,55167100.0,-0.78,64.05,5.12,417.36,,VENTA (Bearish)
2024-09-23,MSFT,429.48,15128900.0,-0.4,70.54,5.16,416.98,,VENTA (Bearish)
2024-09-24,MSFT,425.18,17015800.0,-1.0,66.24,5.21,416.5,,VENTA (Bearish)
2024-09-25,MSFT,428.09,13396400.0,0.69,68.3,5.23,416.18,,VENTA (Bearish)
2024-09-26,MSFT,427.3,14492000.0,-0.19,75.12,5.14,415.95,,VENTA (Bearish)
2024-09-27,MSFT,424.04,14896100.0,-0.76,69.16,5.22,415.72,,VENTA (Bearish)
2024-09-30,MSFT,426.3,16807300.0,0.53,65.48,5.17,415.6,,VENTA (Bearish)
2024-10-01,MSFT,416.78,19092900.0,-2.23,47.77,5.34,415.18,,VENTA (Bearish)
2024-10-02,MSFT,413.25,16582300.0,-0.85,40.58,5.43,414.64,,VENTA (Bearish)
2024-10-03,MSFT,412.66,13686400.0,-0.14,35.77,5.43,414.41,,VENTA (Bearish)
2024-10-04,MSFT,412.19,19169700.0,-0.12,34.44,5.12,414.38,,VENTA (Bearish)
2024-10-07,MSFT,405.73,20919800.0,-1.57,25.28,5.32,414.08,,VENTA (Bearish)
2024-10-08,MSFT,410.85,19229300.0,1.26,34.71,5.05,413.86,,VENTA (Bearish)
2024-10-09,MSFT,413.58,14974300.0,0.66,27.66,4.59,413.77,,VENTA (Bearish)
2024-10-10,MSFT,411.97,13848400.0,-0.39,28.75,4.48,413.73,,VENTA (Bearish)
2024-10-11,MSFT,412.45,14144900.0,0.12,30.65,4.37,413.73,,VENTA (Bearish)
2024-10-14,MSFT,415.24,16653100.0,0.68,38.31,4.44,413.96,,VENTA (Bearish)
2024-10-15,MSFT,414.84,18900200.0,-0.1,33.44,4.31,414.44,,VENTA (Bearish)
2024-10-16,MSFT,412.25,15508900.0,-0.63,32.0,4.25,414.78,,VENTA (Bearish)
2024-10-17,MSFT,412.84,14820000.0,0.14,35.7,3.72,415.16,,VENTA (Bearish)
2024-10-18,MSFT,414.27,17145300.0,0.35,34.3,3.72,415.48,,VENTA (Bearish)
2024-10-21,MSFT,414.88,14206100.0,0.15,46.78,3.73,415.75,,VENTA (Bearish)
2024-10-22,MSFT,423.53,25482200.0,2.08,64.9,4.25,416.17,,VENTA (Bearish)
2024-10-23,MSFT,420.65,19654400.0,-0.68,60.84,4.23,416.4,,VENTA (Bearish)
2024-10-24,MSFT,420.78,13581600.0,0.03,61.78,4.23,416.57,,VENTA (Bearish)
2024-10-25,MSFT,424.17,16899100.0,0.81,77.6,4.25,416.71,,VENTA (Bearish)
2024-10-28,MSFT,422.62,14882400.0,-0.36,69.73,4.23,416.87,,VENTA (Bearish)
2024-10-29,MSFT,427.93,17644100.0,1.26,72.15,3.73,417.07,,VENTA (Bearish)
2024-10-30,MSFT,428.5,29749100.0,0.13,76.35,3.59,417.23,,VENTA (Bearish)
2024-10-31,MSFT,402.57,53971000.0,-6.05,41.31,7.2,416.88,,VENTA (Bearish)
2024-11-01,MSFT,406.55,24230400.0,0.99,42.51,7.28,416.77,,VENTA (Bearish)
2024-11-04,MSFT,404.66,19672300.0,-0.47,41.44,7.13,416.61,416.07,COMPRA (Bullish)
2024-11-05,MSFT,407.63,17626000.0,0.73,46.15,7.05,416.57,416.15,COMPRA (Bullish)
2024-11-06,MSFT,416.27,26681800.0,2.12,52.52,7.34,416.69,416.27,COMPRA (Bullish)
2024-11-07,MSFT,421.47,19901800.0,1.25,55.02,7.42,416.99,416.39,COMPRA (Bullish)
2024-11-08,MSFT,418.61,16891400.0,-0.68,52.52,7.46,417.17,416.49,COMPRA (Bullish)
2024-11-11,MSFT,414.12,24503300.0,-1.07,43.26,7.52,417.19,416.57,COMPRA (Bullish)
2024-11-12,MSFT,419.09,19401200.0,1.2,48.92,7.62,417.46,416.65,COMPRA (Bullish)
2024-11-13,MSFT,421.24,21502200.0,0.51,50.31,7.59,417.78,416.74,COMPRA (Bullish)
2024-11-14,MSFT,422.92,30246900.0,0.4,49.14,7.6,418.15,416.9,COMPRA (Bullish)
2024-11-15,MSFT,411.14,28247600.0,-2.79,43.04,8.13,418.41,416.96,COMPRA (Bullish)
2024-11-18,MSFT,411.89,24727000.0,0.18,39.7,8.13,418.61,417.0,COMPRA (Bullish)
2024-11-19,MSFT,413.9,18133500.0,0.49,40.79,7.85,418.68,417.07,COMPRA (Bullish)
2024-11-20,MSFT,411.62,19191700.0,-0.55,58.13,7.84,418.53,417.13,COMPRA (Bullish)
2024-11-21,MSFT,409.85,20780200.0,-0.43,53.08,7.85,418.27,417.14,COMPRA (Bullish)
2024-11-22,MSFT,413.95,24814600.0,1.0,58.34,7.88,418.02,417.17,COMPRA (Bullish)
2024-11-25,MSFT,415.72,27691100.0,0.43,57.43,7.89,417.79,417.18,COMPRA (Bullish)
2024-11-26,MSFT,424.86,23458900.0,2.2,57.81,8.11,417.66,417.25,COMPRA (Bullish)
2024-11-27,MSFT,419.89,18332400.0,-1.17,48.56,8.19,417.52,417.35,COMPRA (Bullish)
2024-11-29,MSFT,420.36,16271900.0,0.11,51.67,5.25,417.24,417.43,VENTA (Bearish)
2024-12-02,MSFT,427.82,20207200.0,1.78,62.39,5.43,417.17,417.56,VENTA (Bearish)
2024-12-03,MSFT,428.04,18302000.0,0.05,58.85,5.38,417.14,417.71,VENTA (Bearish)
2024-12-04,MSFT,434.22,26009400.0,1.44,61.89,5.48,417.32,417.89,VENTA (Bearish)
2024-12-05,MSFT,439.38,21697800.0,1.19,64.18,5.24,417.55,418.11,VENTA (Bearish)
2024-12-06,MSFT,440.32,18821000.0,0.21,80.9,5.14,417.81,418.28,VENTA (Bearish)
2024-12-09,MSFT,442.75,19144400.0,0.55,81.56,5.05,418.18,418.46,VENTA (Bearish)
2024-12-10,MSFT,440.08,18469500.0,-0.6,76.41,4.94,418.46,418.65,VENTA (Bearish)
2024-12-11,MSFT,445.7,19200200.0,1.28,82.21,4.96,419.04,418.87,COMPRA (Bullish)
2024-12-12,MSFT,446.27,20834800.0,0.13,85.23,4.96,419.7,419.09,COMPRA (Bullish)
2024-12-13,MSFT,443.99,20177800.0,-0.51,80.13,5.02,420.32,419.27,COMPRA (Bullish)
2024-12-16,MSFT,448.28,23598800.0,0.97,81.08,3.91,421.05,419.46,COMPRA (Bullish)
2024-12-17,MSFT,451.13,22733500.0,0.64,78.51,3.91,421.95,419.67,COMPRA (Bullish)
2024-12-18,MSFT,434.19,24444500.0,-3.76,62.31,5.75,422.42,419.85,COMPRA (Bullish)
2024-12-19,MSFT,433.83,22963700.0,-0.08,61.62,5.7,422.82,420.03,COMPRA (Bullish)
2024-12-20,MSFT,433.4,64263700.0,-0.1,55.48,5.66,423.25,420.18,COMPRA (Bullish)
2024-12-23,MSFT,432.06,19152500.0,-0.31,53.86,5.64,423.65,420.34,COMPRA (Bullish)
2024-12-24,MSFT,436.11,7164500.0,0.94,51.9,5.68,424.06,420.52,COMPRA (Bullish)
2024-12-26,MSFT,434.9,8194200.0,-0.28,45.13,5.32,424.46,420.65,COMPRA (Bullish)
2024-12-27,MSFT,427.38,18117700.0,-1.73,37.68,5.49,424.77,420.73,COMPRA (Bullish)
2024-12-30,MSFT,421.72,13158700.0,-1.32,31.14,5.67,424.94,420.74,COMPRA (Bullish)
2024-12-31,MSFT,418.41,13246500.0,-0.78,30.79,5.41,425.03,420.78,COMPRA (Bullish)
2025-01-02,MSFT,415.51,16896500.0,-0.69,21.89,5.44,425.04,420.8,COMPRA (Bullish)
2025-01-03,MSFT,420.25,16662900.0,1.14,27.52,5.35,424.97,420.82,COMPRA (Bullish)
2025-01-06,MSFT,424.72,20573600.0,1.06,33.95,5.32,425.06,420.84,COMPRA (Bullish)
2025-01-07,MSFT,419.28,18139100.0,-1.28,26.31,5.42,425.03,420.82,COMPRA (Bullish)
2025-01-08,MSFT,421.45,15054600.0,0.52,25.48,5.41,424.97,420.81,COMPRA (Bullish)
2025-01-10,MSFT,415.88,20201100.0,-1.32,31.38,5.51,424.84,420.81,COMPRA (Bullish)
2025-01-13,MSFT,414.14,17604800.0,-0.42,30.52,5.26,424.56,420.79,COMPRA (Bullish)
2025-01-14,MSFT,412.63,16935900.0,-0.36,29.88,5.24,424.24,420.78,COMPRA (Bullish)
2025-01-15,MSFT,423.19,19637800.0,2.56,42.71,6.0,424.66,420.82,COMPRA (Bullish)
2025-01-16,MSFT,421.47,15300000.0,-0.41,37.49,5.87,424.95,420.83,COMPRA (Bullish)
2025-01-17,MSFT,425.89,26197500.0,1.05,42.7,5.95,425.38,420.88,COMPRA (Bullish)
2025-01-21,MSFT,425.36,26085700.0,-0.12,48.16,4.7,425.73,420.93,COMPRA (Bullish)
2025-01-22,MSFT,442.93,27803800.0,4.13,65.92,6.32,426.27,421.08,COMPRA (Bullish)
2025-01-23,MSFT,443.44,18389300.0,0.11,69.6,6.31,426.71,421.2,COMPRA (Bullish)
2025-01-24,MSFT,440.81,15549500.0,-0.59,69.89,6.34,427.15,421.31,COMPRA (Bullish)
2025-01-27,MSFT,431.38,35647800.0,-2.14,58.15,6.66,427.5,421.36,COMPRA (Bullish)
2025-01-28,MSFT,443.93,23491700.0,2.91,62.58,7.27,427.99,421.49,COMPRA (Bullish)
2025-01-29,MSFT,439.09,23581400.0,-1.09,63.08,7.13,428.35,421.57,COMPRA (Bullish)
2025-01-30,MSFT,411.95,54586300.0,-6.18,45.28,9.46,428.13,421.55,COMPRA (Bullish)
2025-01-31,MSFT,412.02,34161900.0,0.02,47.97,9.43,428.15,421.57,COMPRA (Bullish)
2025-02-03,MSFT,407.91,25679100.0,-1.0,46.81,9.46,428.07,421.56,COMPRA (Bullish)
2025-02-04,MSFT,409.35,20532100.0,0.35,48.32,9.38,427.98,421.58,COMPRA (Bullish)
2025-02-05,MSFT,410.26,16316700.0,0.22,42.64,9.31,427.95,421.63,COMPRA (Bullish)
2025-02-06,MSFT,412.78,16309800.0,0.61,45.1,9.26,428.01,421.73,COMPRA (Bullish)
2025-02-07,MSFT,406.75,22886800.0,-1.46,39.4,9.34,427.86,421.78,COMPRA (Bullish)
2025-02-10,MSFT,409.2,20817900.0,0.6,41.23,9.29,427.73,421.82,COMPRA (Bullish)
2025-02-11,MSFT,408.43,18140600.0,-0.19,27.11,9.28,427.4,421.84,COMPRA (Bullish)
2025-02-12,MSFT,406.04,19121700.0,-0.58,25.8,9.29,427.13,421.9,COMPRA (Bullish)
2025-02-13,MSFT,407.53,23891700.0,0.37,28.14,8.89,426.87,421.93,COMPRA (Bullish)
2025-02-14,MSFT,405.44,22758500.0,-0.51,31.14,8.9,426.42,421.97,COMPRA (Bullish)
2025-02-18,MSFT,406.64,21423100.0,0.3,17.54,8.82,426.0,422.09,COMPRA (Bullish)
2025-02-19,MSFT,411.73,24114200.0,1.25,26.29,8.94,425.55,422.2,COMPRA (Bullish)
2025-02-20,MSFT,413.91,23508700.0,0.53,52.99,7.78,425.04,422.3,COMPRA (Bullish)
2025-02-21,MSFT,406.03,27524800.0,-1.9,42.62,7.92,424.35,422.32,COMPRA (Bullish)
2025-02-24,MSFT,401.85,26443700.0,-1.03,42.53,7.94,423.53,422.29,COMPRA (Bullish)
2025-02-25,MSFT,395.78,29387400.0,-1.51,35.0,7.82,422.65,422.25,COMPRA (Bullish)
2025-02-26,MSFT,397.6,19619000.0,0.46,36.28,7.07,421.68,422.21,VENTA (Bearish)
2025-02-27,MSFT,390.44,21127400.0,-1.8,28.02,7.17,420.57,422.13,VENTA (Bearish)
2025-02-28,MSFT,394.87,32845700.0,1.14,37.93,4.3,419.59,422.06,VENTA (Bearish)
2025-03-03,MSFT,386.42,23007700.0,-2.14,29.37,4.71,418.35,421.95,VENTA (Bearish)
2025-03-04,MSFT,386.54,29342900.0,0.03,29.94,4.66,417.06,421.82,VENTA (Bearish)
2025-03-05,MSFT,398.88,23433100.0,3.19,44.45,5.79,416.35,421.73,VENTA (Bearish)
2025-03-06,MSFT,394.77,23304600.0,-1.03,40.5,5.85,415.57,421.62,VENTA (Bearish)
2025-03-07,MSFT,391.21,22034100.0,-0.9,39.63,5.82,414.73,421.5,VENTA (Bearish)
2025-03-10,MSFT,378.13,32840100.0,-3.34,32.29,6.5,413.65,421.28,VENTA (Bearish)
2025-03-11,MSFT,378.42,30380200.0,0.08,27.99,6.44,412.49,421.06,VENTA (Bearish)
2025-03-12,MSFT,381.23,24253600.0,0.74,28.58,6.53,411.42,420.83,VENTA (Bearish)
2025-03-13,MSFT,376.75,20473000.0,-1.17,29.92,6.58,410.41,420.61,VENTA (Bearish)
2025-03-14,MSFT,386.49,19952800.0,2.58,40.21,7.19,409.7,420.41,VENTA (Bearish)
2025-03-17,MSFT,386.63,22474300.0,0.04,43.69,7.19,409.07,420.22,VENTA (Bearish)
2025-03-18,MSFT,381.47,19486900.0,-1.33,39.37,7.25,408.39,420.0,VENTA (Bearish)
2025-03-19,MSFT,385.75,19185500.0,1.12,46.79,7.22,407.7,419.88,VENTA (Bearish)
2025-03-20,MSFT,384.78,18470500.0,-0.25,42.74,7.17,406.9,419.75,VENTA (Bearish)
2025-03-21,MSFT,389.17,39675900.0,1.14,52.1,7.12,406.29,419.65,VENTA (Bearish)
2025-03-24,MSFT,390.98,21004500.0,0.47,53.31,7.09,405.69,419.55,VENTA (Bearish)
2025-03-25,MSFT,393.05,15775000.0,0.53,44.88,6.97,405.23,419.42,VENTA (Bearish)
2025-03-26,MSFT,387.89,16108400.0,-1.31,44.06,7.06,404.7,419.26,VENTA (Bearish)
2025-03-27,MSFT,388.5,13766800.0,0.16,47.53,6.84,404.22,419.11,VENTA (Bearish)
2025-03-28,MSFT,376.78,21632000.0,-3.02,48.74,7.34,403.29,418.87,VENTA (Bearish)
2025-03-31,MSFT,373.39,35184700.0,-0.9,45.56,7.1,402.33,418.6,VENTA (Bearish)
2025-04-01,MSFT,380.15,19689500.0,1.81,49.11,7.37,401.42,418.32,VENTA (Bearish)
2025-04-02,MSFT,380.1,16092600.0,-0.01,52.98,6.52,400.51,418.04,VENTA (Bearish)
2025-04-03,MSFT,371.12,30198000.0,-2.36,36.15,6.83,399.08,417.71,VENTA (Bearish)
2025-04-04,MSFT,357.92,49209900.0,-3.56,29.06,7.55,397.37,417.28,VENTA (Bearish)
2025-04-07,MSFT,355.95,50425000.0,-0.55,30.48,6.91,395.67,416.85,VENTA (Bearish)
2025-04-08,MSFT,352.67,35868900.0,-0.92,24.3,6.92,394.09,416.41,VENTA (Bearish)
2025-04-09,MSFT,388.41,50199700.0,10.13,51.83,12.55,392.98,416.13,VENTA (Bearish)
2025-04-10,MSFT,379.32,38024400.0,-2.34,45.25,12.73,391.79,415.81,VENTA (Bearish)
2025-04-11,MSFT,386.38,23839200.0,1.86,47.89,12.6,391.28,415.51,VENTA (Bearish)
2025-04-14,MSFT,385.74,19251200.0,-0.16,46.6,12.6,390.75,415.21,VENTA (Bearish)
2025-04-15,MSFT,383.67,17199900.0,-0.54,47.98,12.54,390.27,414.89,VENTA (Bearish)
2025-04-16,MSFT,369.63,21967800.0,-3.66,42.0,13.02,389.47,414.52,VENTA (Bearish)
2025-04-17,MSFT,365.82,21120200.0,-1.03,45.02,13.04,388.58,414.1,VENTA (Bearish)
2025-04-21,MSFT,357.21,20807300.0,-2.35,42.98,13.13,387.47,413.61,VENTA (Bearish)
2025-04-22,MSFT,364.86,19485000.0,2.14,43.42,13.35,386.63,413.16,VENTA (Bearish)
2025-04-23,MSFT,372.39,20545500.0,2.06,46.88,13.54,385.9,412.71,VENTA (Bearish)
2025-04-24,MSFT,385.23,22232300.0,3.45,55.53,13.97,385.43,412.33,VENTA (Bearish)
2025-04-25,MSFT,389.76,18973200.0,1.17,63.39,14.01,385.11,412.0,VENTA (Bearish)
2025-04-28,MSFT,389.07,16579400.0,-0.18,64.08,13.64,384.74,411.64,VENTA (Bearish)
2025-04-29,MSFT,391.94,14974000.0,0.74,66.76,13.6,384.47,411.36,VENTA (Bearish)
2025-04-30,MSFT,393.15,36461100.0,0.31,52.87,13.5,384.2,411.08,VENTA (Bearish)
2025-05-01,MSFT,423.13,58938100.0,7.63,71.16,15.4,384.43,410.95,VENTA (Bearish)
2025-05-02,MSFT,432.96,30757400.0,2.32,71.91,15.16,384.81,410.89,VENTA (Bearish)
2025-05-05,MSFT,433.84,20136100.0,0.2,72.57,14.47,385.36,410.87,VENTA (Bearish)
2025-05-06,MSFT,431.0,15104200.0,-0.66,72.05,14.48,385.95,410.85,VENTA (Bearish)
2025-05-07,MSFT,431.04,23295300.0,0.01,82.9,14.38,386.65,410.84,VENTA (Bearish)
2025-05-08,MSFT,435.83,23491300.0,1.11,87.12,10.76,387.42,410.83,VENTA (Bearish)
2025-05-09,MSFT,436.39,15324200.0,0.13,95.91,10.32,388.34,410.81,VENTA (Bearish)
2025-05-12,MSFT,446.86,22821900.0,2.4,96.04,10.4,389.38,410.92,VENTA (Bearish)
2025-05-13,MSFT,446.75,23618800.0,-0.03,95.53,10.39,390.58,411.09,VENTA (Bearish)
2025-05-14,MSFT,450.52,19902800.0,0.85,94.97,10.3,391.86,411.24,VENTA (Bearish)
2025-05-15,MSFT,451.54,21992300.0,0.23,94.72,9.19,392.92,411.39,VENTA (Bearish)
2025-05-16,MSFT,452.68,23849800.0,0.25,95.74,8.97,394.07,411.56,VENTA (Bearish)
2025-05-19,MSFT,457.26,21336500.0,1.01,95.84,8.21,395.39,411.78,VENTA (Bearish)
2025-05-20,MSFT,456.56,15441800.0,-0.15,94.82,8.27,396.96,412.0,VENTA (Bearish)
2025-05-21,MSFT,450.98,19216900.0,-1.22,80.05,8.53,398.41,412.23,VENTA (Bearish)
2025-05-22,MSFT,453.27,18025600.0,0.51,76.17,8.14,399.86,412.54,VENTA (Bearish)
2025-05-23,MSFT,448.6,16883500.0,-1.03,67.33,8.33,401.29,412.81,VENTA (Bearish)
2025-05-27,MSFT,459.07,20974300.0,2.33,77.97,8.43,402.74,413.14,VENTA (Bearish)
2025-05-28,MSFT,455.76,17086300.0,-0.72,73.11,8.57,404.13,413.42,VENTA (Bearish)
2025-05-29,MSFT,457.07,13974800.0,0.29,71.24,8.57,405.64,413.7,VENTA (Bearish)
2025-05-30,MSFT,458.75,34770500.0,0.37,71.87,4.63,407.1,413.98,VENTA (Bearish)
2025-06-02,MSFT,460.35,16626500.0,0.35,65.96,4.17,408.61,414.24,VENTA (Bearish)
2025-06-03,MSFT,461.35,15743800.0,0.22,66.93,4.17,410.05,414.49,VENTA (Bearish)
2025-06-04,MSFT,462.24,14162700.0,0.19,64.56,4.05,411.48,414.71,VENTA (Bearish)
2025-06-05,MSFT,466.04,20131700.0,0.82,66.85,4.06,412.94,414.97,VENTA (Bearish)
2025-06-06,MSFT,468.73,15285600.0,0.58,68.01,3.99,414.56,415.22,VENTA (Bearish)
2025-06-09,MSFT,471.09,16469900.0,0.5,66.33,3.99,416.21,415.47,COMPRA (Bullish)
2025-06-10,MSFT,469.27,15375900.0,-0.39,64.61,3.44,418.06,415.72,COMPRA (Bullish)
2025-06-11,MSFT,470.96,16399200.0,0.36,75.23,3.43,420.01,416.02,COMPRA (Bullish)
2025-06-12,MSFT,477.19,18950600.0,1.32,77.48,3.55,421.95,416.34,COMPRA (Bullish)
2025-06-13,MSFT,473.29,16814500.0,-0.82,78.87,3.72,423.81,416.66,COMPRA (Bullish)
2025-06-16,MSFT,477.46,15626100.0,0.88,75.21,3.77,425.94,416.99,COMPRA (Bullish)
2025-06-17,MSFT,476.36,15414100.0,-0.23,80.09,3.72,428.31,417.34,COMPRA (Bullish)
2025-06-18,MSFT,478.56,17526500.0,0.46,80.59,3.71,430.76,417.69,COMPRA (Bullish)
2025-06-20,MSFT,475.73,37576200.0,-0.59,73.41,3.49,433.22,418.0,COMPRA (Bullish)
2025-06-23,MSFT,484.3,24864000.0,1.8,77.69,3.81,435.14,418.39,COMPRA (Bullish)
2025-06-24,MSFT,488.39,22305600.0,0.85,79.18,3.56,437.32,418.81,COMPRA (Bullish)
2025-06-25,MSFT,490.54,17495100.0,0.44,79.73,2.94,439.4,419.24,COMPRA (Bullish)
2025-06-26,MSFT,495.71,21578900.0,1.05,80.3,2.8,441.6,419.73,COMPRA (Bullish)
2025-06-27,MSFT,494.2,34539200.0,-0.3,76.66,2.89,443.81,420.19,COMPRA (Bullish)
2025-06-30,MSFT,495.67,28369000.0,0.3,76.21,2.89,446.33,420.62,COMPRA (Bullish)
2025-07-01,MSFT,490.32,19945400.0,-1.08,70.89,3.25,448.83,420.97,COMPRA (Bullish)
2025-07-02,MSFT,489.37,16319600.0,-0.2,68.53,3.28,451.47,421.3,COMPRA (Bullish)
2025-07-03,MSFT,497.09,13984800.0,1.58,69.45,3.52,454.11,421.66,COMPRA (Bullish)
2025-07-07,MSFT,495.97,13981600.0,-0.22,73.44,3.54,456.58,422.0,COMPRA (Bullish)
2025-07-08,MSFT,494.88,11846600.0,-0.22,69.23,3.56,458.78,422.32,COMPRA (Bullish)
2025-07-09,MSFT,501.74,18659500.0,1.39,74.85,3.73,461.02,422.69,COMPRA (Bullish)
2025-07-10,MSFT,499.72,16492100.0,-0.4,70.79,3.73,463.23,423.02,COMPRA (Bullish)
2025-07-11,MSFT,501.56,16459500.0,0.37,75.88,3.73,465.42,423.37,COMPRA (Bullish)
2025-07-14,MSFT,501.26,12058800.0,-0.06,70.37,3.59,467.58,423.73,COMPRA (Bullish)
2025-07-15,MSFT,504.05,14927200.0,0.56,69.41,3.42,469.2,424.12,COMPRA (Bullish)
2025-07-16,MSFT,503.85,15154400.0,-0.04,67.33,3.39,470.62,424.5,COMPRA (Bullish)
2025-07-17,MSFT,509.91,17503100.0,1.2,68.08,3.47,472.14,424.92,COMPRA (Bullish)
2025-07-18,MSFT,508.26,21209700.0,-0.32,67.84,3.53,473.69,425.34,COMPRA (Bullish)
2025-07-21,MSFT,508.27,14066800.0,0.0,66.61,3.42,475.23,425.75,COMPRA (Bullish)
2025-07-22,MSFT,503.5,13868600.0,-0.94,67.62,3.27,476.58,426.18,COMPRA (Bullish)
2025-07-23,MSFT,504.1,16396600.0,0.12,69.89,3.2,477.94,426.63,COMPRA (Bullish)
2025-07-24,MSFT,509.09,16107000.0,0.99,67.49,3.3,479.18,427.12,COMPRA (Bullish)
2025-07-25,MSFT,511.91,19125700.0,0.55,72.13,3.2,480.49,427.62,COMPRA (Bullish)
2025-07-28,MSFT,510.7,14308000.0,-0.24,71.91,3.19,481.69,428.14,COMPRA (Bullish)
2025-07-29,MSFT,510.77,16469200.0,0.01,65.4,3.19,482.87,428.64,COMPRA (Bullish)
2025-07-30,MSFT,511.44,26380400.0,0.13,70.95,2.91,484.05,429.13,COMPRA (Bullish)
2025-07-31,MSFT,531.63,51617300.0,3.95,82.47,4.7,485.54,429.73,COMPRA (Bullish)
2025-08-01,MSFT,522.27,28977600.0,-1.76,68.98,5.01,486.85,430.28,COMPRA (Bullish)
2025-08-04,MSFT,533.76,25349000.0,2.2,73.19,5.34,488.51,430.87,COMPRA (Bullish)
2025-08-05,MSFT,525.9,19171600.0,-1.47,65.37,5.63,489.96,431.42,COMPRA (Bullish)
2025-08-06,MSFT,523.1,21355700.0,-0.53,59.63,5.57,491.45,431.98,COMPRA (Bullish)
